"","X","business_id","star_gym","class","equipment","service","facility","price","popularity"
"564",564,"cSa5S1378rbVCVix276UbQ",4.5,0,NA,NA,-0.1,NA,2
"565",565,"CtbzwCNVRtE3gYEPcjidBg",5,0.1,-0.1,NA,-0.1,0,1.5
"566",566,"cTOyI2Qe7LXd5_ufYHK_9g",3.5,-0.1,0,-0.1,-0.1,-0.1,2.5
"567",567,"ctuWExgWRsOrRbLW3DE21Q",4.5,0,0,0,0,NA,2
"568",568,"CuCOfllzzaQTI6ZYRmS-zw",5,0.1,0,NA,NA,0,2.5
"569",569,"cudcEFa0XQIL1uA4kFAQVw",3.5,0,0,0,0,0,4
"570",570,"CvE9vvRses39ZGBQ8N3MgA",5,0.1,0,0.1,0.1,0,3
"571",571,"Cveokgghdvb7wGO5gGo0ig",5,0.2,NA,NA,0,0.1,1.5
"572",572,"CxJ2Dux0EPYjmJgBRYS50w",4,0,0,0,0,0,3.5
"573",573,"CXvIcDm1-u7I-EpqKNaUuA",5,0,0.1,NA,NA,-0.1,2
"574",574,"CxXdrQPbznHVXaz_OMwamA",4,0,-0.1,0,0,0,2.5
"575",575,"Cy0aWTkn3A_syo6r61bpyQ",2,-0.1,0,0,0,-0.1,3
"576",576,"cZCEFCMFbU24kVHmIBpobg",3.5,0,-0.1,0.1,0,0.1,2.5
"577",577,"cZOzUfwPz8ANog-8nWzhRw",4.5,0,0,0,0,0,5
"578",578,"d_Ps5Ao5R18calAa6hYuCA",2.5,-0.1,0,0,0,0,2
"579",579,"D-uLZJ__dm_5umnJM7yH1A",4.5,0.2,0,0.1,0.1,0.1,2.5
"580",580,"D-WQUPFgBrbcOM9thsf6cw",4.5,-0.1,-0.1,0,0,0,2.5
"581",581,"d0NNe_Ee5l_7cyXm00B-Ng",2.5,-0.1,-0.1,0,0,-0.1,1.5
"582",582,"d0ZQbRixKdskVK2OYufEgQ",2.5,0,-0.1,-0.1,-0.1,0,2.5
"583",583,"D1sF9MtPZsx_fzbPbYopKg",3.5,0,0,0,0.1,0,3
"584",584,"d2Sj4qv-oDg3qNNZqq8J3g",4.5,0,NA,0,NA,0.1,2
"585",585,"D3CsSV9AdsvK8CxnFBVnew",5,-0.1,0.1,NA,-0.1,0,2
"586",586,"D6Sa3Vdz_HeF6LdklYWK0A",5,0.3,0,NA,NA,NA,1.5
"587",587,"d7-mncVCkSrltQTT0jsNKg",4.5,0,0,0,0,0,4
"588",588,"D8B6Agqv5wm26BBVw3suTA",5,0.1,NA,NA,NA,0,1.5
"589",589,"D8kkbyFczR5Iv82r28Sm8g",4.5,-0.1,-0.1,NA,0,0.1,1.5
"590",590,"d9FMtm6tHe4JqUCDc3zjmA",4,-0.1,0,0,0,0,2.5
"591",591,"dA1ztxLEDdcYxtAVjVyaKA",5,0.1,0.1,0.4,0.1,0.1,3
"592",592,"daAyegN2k5YndIKtY2Vyjw",4.5,0.1,0.1,0,0.1,0,3.5
"593",593,"daMcGSHpysqMxNkf6rBqmA",5,0.1,0,NA,NA,0,1.5
"594",594,"DB89q5HIiV4kVYjl4rYYyw",5,0.1,0.2,NA,0.1,0.1,2
"595",595,"DCDwxtLZK58LblvqE2erRw",4,0.2,0.1,-0.1,0.1,0,3
"596",596,"DCG7mZGNTGSELGKiRGgl_A",2.5,0,0,0,0,0,4
"597",597,"DD0P16rkUFi5POSYwbT1ag",4.5,-0.1,NA,NA,NA,0,1.5
"598",598,"dD5j8v_bdOTG1If30Tqccg",3.5,0.1,0,NA,0,0,2
"599",599,"dDuPrBVErcipWBnxmOpMMw",3,0,0,0,0,-0.1,3
"600",600,"DF2yDVDrQTebbDNzBi_03g",2.5,0,0,0,0,-0.1,4.5
"601",601,"dfgqh2OK1sZuT5a3WctdxA",2.5,-0.1,0,0,0,0,4
"602",602,"dfIwXxFVwnUrVOVMoI1ycQ",5,-0.1,NA,NA,NA,0,1.5
"603",603,"dFnqWcpvGcQkcOwvP4AHSA",2.5,-0.1,0,0,0,-0.1,3.5
"604",604,"DfqCRP1lWGSB3IEZA0Xy-Q",4,0,0,0,NA,-0.4,1.5
"605",605,"Dfql6tPzjOkpn8s6fQUaNg",4.5,0.2,-0.1,NA,NA,-0.1,2
"606",606,"dg35vNU4lZdp8AOwQ1gjjQ",3.5,0,0,NA,0,NA,2
"607",607,"DGWdV1hz-snnKRxspXpbrQ",5,0,0,0,0,0.1,2.5
"608",608,"dhqjKNBoRK-cT9EVG_clFw",4.5,0.2,0.2,0,NA,0.1,2
"609",609,"DHv-5JlBOdlp3N3VOPoixQ",2,0,-0.1,0,0,-0.1,4
"610",610,"dih-aINGau9kLWF7wM3r9Q",5,0,0.2,NA,-0.1,-0.1,1.5
"611",611,"dJ-QQcpc1KfJQfG7JRldtA",4,0,0.1,-0.1,-0.1,0,2.5
"612",612,"DJ9DaNP9zRHe4xX1KXXQBw",2.5,-0.1,-0.1,-0.1,0,0,2.5
"613",613,"DJHb1T36ORCp9A0rLm7zcQ",4,0,-0.1,0.1,-0.1,0,2.5
"614",614,"DjTR3BnHz2dY0QhTE8wOuA",2.5,0,NA,NA,-0.1,-0.1,1.5
"615",615,"dkMHVN7usF67fleQzfMH6Q",4.5,0.1,NA,0,NA,0,3
"616",616,"DldhRT0bcY8ugBlhA3V4Ww",4.5,-0.1,NA,NA,0,0,2
"617",617,"DlwaBTLk-qd2gc9HR73o0A",3.5,0,0,-0.1,0,0,2
"618",618,"DM2PqXeFWE6Og9MX3CpNlA",4.5,0,0,0,0,0,3
"619",619,"dmIQ4Y29qgKVwv6N0xF6AQ",2.5,0,-0.1,-0.2,0,0,2
"620",620,"dMpuWZ0eNHrIIoFxU4V7Bw",2.5,0,0.1,0,0.1,-0.1,3
"621",621,"dMuqRc6TiTO2nD8sy9Xgig",5,0.1,NA,0,NA,0,1.5
"622",622,"DN3cguA4WwQQN2Hg0FlNOA",3,0,0,0,0,0,3
"623",623,"dN9AFTEf_C41odaTGDiUNQ",3.5,-0.1,0,0,-0.1,-0.1,2
"624",624,"DP0VB55vxfXs00M1HMA0gQ",4.5,0,0,NA,-0.1,-0.1,2
"625",625,"DpbdLxgCikk-Ud6hF4xpXA",2.5,-0.1,-0.1,0,0,-0.1,4
"626",626,"Dq4pG-919oBXfa3dutD30w",4,-0.1,0,0,0,-0.1,1.5
"627",627,"DqhlQAqTkPuUcu9-jymobA",3.5,0,0,NA,-0.1,0,1.5
"628",628,"DQSMN6vtmKUh8LF4X6IyMw",4.5,-0.1,NA,NA,0,-0.1,2
"629",629,"dQtwl4aPhZJ7-vi-QqCyEg",5,0,-0.2,NA,0,0,2
"630",630,"dR3zeWB4M8PinMLNPhZGwg",4.5,0,0,0,0,0,3
"631",631,"dRjDFphmYQr0yS896Hl14Q",5,0,NA,NA,NA,0.1,2
"632",632,"dRTXnvwtK2HbVjOgqN7Nnw",4.5,0,0,0,0,0,3.5
"633",633,"DsFMO128ZiMtw1G7-9OvVA",3,-0.1,0.1,0,-0.1,-0.2,2
"634",634,"dsg722M5s_oUqE066sfbYA",5,-0.1,0,NA,0.2,-0.1,2
"635",635,"dStVvEvBurfOMwRgWbcXcA",3.5,-0.2,NA,NA,NA,0.3,1.5
"636",636,"DSTx8cc_tWKSFguL44yfbA",4.5,-0.2,0,-0.1,0,0,2.5
"637",637,"dUcPOwOihrlQ6TAoNoC0KA",1.5,-0.2,-0.1,0,0,-0.1,3
"638",638,"dUdh07bIUxf_vR62btNQBg",3.5,0,0,0,0,0,3.5
"639",639,"duQh6ZklvOOIOiRM_-FvmQ",5,0.2,0.1,0.1,0.1,0.1,3.5
"640",640,"Dv8FQFjzWqK9LM0xbUhzSg",5,-0.1,0,NA,0.1,-0.1,1.5
"641",641,"DwaJ89TDVdWruKG35cbD4w",4.5,0.1,0,NA,0,0,2.5
"642",642,"DWGRrS8LFG5gLexdb_OzRg",3.5,-0.1,NA,0,0,0,1.5
"643",643,"dX1GuneTwjUq8QoxoV6Gxg",5,0.1,0.4,NA,NA,0.1,2
"644",644,"DXaWDWcdVnBhu1QPwchabA",4,0,0,0,0,0,1.5
"645",645,"dXMb_ZElnVdfj8xezcrZFw",4.5,0,0,-0.1,-0.1,0.1,2.5
"646",646,"dXqc8y5lvUxp7iyEz4xfMQ",4,0,0,0,0,0,2.5
"647",647,"DyLNxTv6Epm3J7Lo36kP4w",4,0,NA,NA,NA,NA,1.5
"648",648,"dYNiddMt1sVqeB45uSPtIw",5,0,-0.1,0,0,0,2
"649",649,"DyxXz7uLD_UcQfMyhKu5gA",3,0,0.1,0,0,0,3
"650",650,"dZdQCg1J_W3ciCdDtI9BkQ",4,0.1,0,0,0,0,3.5
"651",651,"dzTD0x-B3FEFi1zX9m8oFw",4,-0.1,0,0,0,0,4
"652",652,"E-Omm7KWEtHaWj9k0sLeUQ",5,0,NA,0.1,NA,0.1,2
"653",653,"e0hv5EV-bw7NV_r5Rq8pzQ",4.5,0.2,-0.2,NA,-0.1,-0.1,1.5
"654",654,"e0Z6fkUKPFDOVmuiB54SHQ",3.5,0,0,0,0,0,3
"655",655,"E1ho2mhfT_JZljkUkV4uoA",4,-0.1,0,0.1,0,0,4
"656",656,"e4wZ8kCTyAxqktH7dQbF-A",4.5,0,0,0,0.1,0,3
"657",657,"e5ADmYM9m6hkvqnoJzTRlg",4.5,0,0,-0.1,-0.1,0.1,3
"658",658,"e5wXTCb7mygBswj-fnzRvg",2.5,0,0,0,0,0,3
"659",659,"E6C2WCxEvCxh3tC4ihFP8g",3.5,0,NA,NA,0,-0.1,1.5
"660",660,"E6SRXrve8yCFrLb70AOcfQ",5,0.1,0,0,0,0.1,3.5
"661",661,"e958rJAuqU_GCWjnRb9GQA",4.5,0,0.1,NA,0,-0.1,1.5
"662",662,"E9JSd-6yAqUpegponoKP_w",3,-0.1,0,0,0,0,4.5
"663",663,"Ea6cP-zDqKADtRM6At1Z2Q",4.5,0,0,NA,0,0,3.5
"664",664,"EbavEyun-MEIo3ZOi0_I8Q",3,-0.1,0,0,0,0,2.5
"665",665,"EcfYTOsquBil-ti3vttsGA",5,0,NA,NA,0.1,0.1,1.5
"666",666,"ecHs6bDvxRuw2edvwnLn3Q",4.5,-0.1,-0.1,NA,NA,0.1,2
"667",667,"EcPKa55Am6w0Gu9fo8K8LA",5,-0.1,0,NA,NA,0,2
"668",668,"Edhng3ZOzNn7d6q5m-Cupg",3.5,0,0,0,0,0,3
"669",669,"EdjrAs6gpLOOXWQkSM-7Hg",2.5,0.4,0,0,0,-0.1,2
"670",670,"eDOTnbX2sJp9suuBuxqfkQ",2,-0.1,-0.1,0,-0.1,-0.1,3
"671",671,"eDqIcBjwbk8ZHyUJR4N4Gw",3,0.1,-0.1,NA,0.1,0,2
"672",672,"EdUdRW8Ynh3wmCzRCqYglA",4,0,0,0,0,0,2.5
"673",673,"EDzDb5dWjsv6WKu0Oep0yg",5,0,0.1,NA,0,0,1.5
"674",674,"EEEQbM-rFW0epGULZ04CNg",3,0,0,0,0,-0.1,3.5
"675",675,"EFdsSpB2BMBbJIcDUcf6yw",4.5,0,0,0,0,0,3
"676",676,"Efg6nI5J_e3lV8sMSjUyQA",4.5,0.1,0.3,NA,NA,0,1.5
"677",677,"efkyTCBihgiPFOt_GIbRJQ",4,0,0,0,0,0,3
"678",678,"EGGfcnfIgOVEpetfP552Qw",3.5,0,0,0,0,0,3
"679",679,"eHal4zx2F3u56DTUJw2J6Q",4.5,0,NA,0.1,0.2,0,3
"680",680,"EIXz-wvJz2MDC_c8D7KwGg",3.5,0.1,0,0,0.1,0,3
"681",681,"eJF-qHXo_r1rTaGQ1hjbRA",3,0,0,0,0,0,3.5
"682",682,"EJTpBnOl9knyr2h4A5rTCg",3.5,-0.2,NA,0,0,0,2
"683",683,"eJXCD4WwLfh1PEjkTuiibw",5,0.2,NA,NA,NA,0,2
"684",684,"EJxMCU8grQ7KpP5Z4k1pnw",4,0.1,-0.1,-0.1,0,0,3.5
"685",685,"EM1GxfaPZV9aL7_7Z1P79Q",5,0,0,NA,0,0,2
"686",686,"eMieSo-S46Gl6AQbYj9yiQ",3,0,0,-0.1,-0.1,-0.1,2.5
"687",687,"emz5JjKioP5PlKjQRC0C7Q",4.5,-0.1,0.1,NA,NA,NA,1.5
"688",688,"ENNonASCLWXLmvKyC1_7kg",5,0,0.1,0.1,0.1,0,4
"689",689,"entHGiDqEKkUjHaDibGiHg",3.5,-0.1,0,-0.1,0,0.1,2
"690",690,"Eo0WJJ8-8fIz3po9P_J8wA",5,0,0,-0.1,-0.1,-0.1,3
"691",691,"eOYnxVsrdXmeUiC3d6hxhw",5,0,0.1,NA,0,0.1,2
"692",692,"ePaZ28lZ36KYjmPwIaZpvA",2,0,-0.1,0,0,-0.1,4
"693",693,"epcjyaWYHttqJJW19XIw7w",5,0.1,0,NA,0.1,0,3
"694",694,"epEUMhx16ckXTRypsoGa1w",5,-0.1,0,-0.1,NA,0,3
"695",695,"epN4BAKW-z2Di2CH7ZFNxg",5,0,0,NA,0,0,2
"696",696,"Eq4ZN1rzYx9zgclz37xyGw",2,-0.1,-0.1,0,0,0,4
"697",697,"eqmdrd9BOv3rYxw6eV8aqQ",4,0,0,-0.1,0,0,2.5
"698",698,"ER3Q8t0yDGjcce4UXuz01Q",4,0,0,0,0,0,3
"699",699,"EreoLtd0lZ_g2-WPRp-tgw",4.5,0,0.2,0,NA,NA,1.5
"700",700,"ERIeowRficjczThk-I2m6g",4,-0.1,-0.1,NA,0,0,2
"701",701,"eril3VLNGm-sP-qFkmWR3w",2,-0.1,0,-0.1,-0.1,-0.1,4.5
"702",702,"ERJYojUzSfN2XKS_wUnpzg",3,-0.1,0,0,0,0,3
"703",703,"eSb7DhwnsItbmJMiJ3gihA",3,-0.1,-0.1,0,0,0,3.5
"704",704,"eseXDC5h6cIdVhVP28bvEA",4,0,NA,0.1,-0.1,0,1.5
"705",705,"ESuDNon64CwkRUr7FMszlg",3.5,0,0,0,0,0,4.5
"706",706,"ETAgPaYJB27s32Dsu5yTQQ",3,0.1,0,0,0,-0.1,3.5
"707",707,"eUr-8pcwkxkWRrZ9D4AXyQ",4.5,-0.2,0,NA,NA,0,1.5
"708",708,"eV7ge7vubonxLr3XYAq24w",4.5,0,0,0,0,0,3.5
"709",709,"eVkPPXI9gx4yJl5QjmCVkQ",4.5,0,-0.2,0.1,0.1,0,3
"710",710,"eW2OYNcWyEh5brMfRNYHVg",3,0,0,0,-0.1,0,3
"711",711,"EWNxhZD3V4X_6P5EvgnsUA",4,0,NA,NA,0,0,2
"712",712,"exda3CvWqyycWPSPK9RNXg",4,0,0,0.1,0,0,2.5
"713",713,"EXpzRSElR9zyulpA04aGFA",2,-0.2,0.2,0,0,-0.1,1.5
"714",714,"EY_RNRxodJ3atf6toEmrjw",5,0.2,0,NA,0,-0.1,2
"715",715,"ey4Z1XyPOvmht_DOfqfHgw",3,0,0,0,0,-0.1,3.5
"716",716,"ey8CsDKuE2QhoQ2VJqJqyg",2.5,0,0,0,0,-0.1,4.5
"717",717,"EYEkkG573Vq70eMYscDJsQ",3,-0.1,0,0,-0.1,0,3
"718",718,"eYkoa_NPyR3UiPgj4MaCFg",2,0,0,-0.1,0,-0.1,2.5
"719",719,"eZEgdXpHn43u01EEvykz_Q",4.5,0.1,0,0.2,-0.1,0,2.5
"720",720,"F_bNWZ-QKrqWO7L7VMKc2A",2.5,-0.1,0,0,0,0,3.5
"721",721,"f-G96Dq9g5rJxitMH0qAmQ",4,0,0,-0.1,0,NA,2
"722",722,"f1vCWrlb9cYMnSkWbTYB1g",4,-0.1,0,0,-0.1,-0.1,2
"723",723,"F4WiUatEUUJmKP_roevaqg",4.5,0.1,NA,NA,NA,0,2.5
"724",724,"f5dYCl2Kr5AEtWcSC-F56g",4,0,-0.1,0.1,0,0,3
"725",725,"f6AGrsSrdWXT-WqVxwhWtw",4.5,0,NA,NA,-0.1,0.1,1.5
"726",726,"f7tj7D_3m_r0kZqT0iFqdQ",2.5,-0.1,-0.1,0,0,0,3.5
"727",727,"f7xAmoRhcA9xYvEEZSGoEg",4.5,0,-0.2,NA,0.1,0,2
"728",728,"f9CvNDRDsg-8TQKcSN5nYQ",3.5,0,0,0,0.1,0.1,2.5
"729",729,"Fax4VBDzjjYf_TDE7Z6fmw",1.5,0.3,0.2,-0.1,-0.1,0.1,1.5
"730",730,"FbDR6QKv__P28DiWt-PHVA",5,-0.1,0,0.1,0,0.2,2
"731",731,"FbywKJnOFBvfp8b3VnrJQg",5,0.2,NA,NA,0.1,NA,2
"732",732,"fc2vKRX4yDnYVTmQaOXvsQ",4,0,0,0.1,0.1,0,1.5
"733",733,"fcmwZqRC9n80sW22fCtMMw",2.5,-0.1,0,-0.1,0,-0.1,3
"734",734,"FCPJvLmiukUSev3I3wGXxw",3.5,0,-0.1,-0.1,0,0,3
"735",735,"FdVFnPuLAzIxGjLgDqGmPQ",4,0,0.1,-0.2,0,0,2
"736",736,"fe1N0hHcJtw9Psxb9Xxwrg",3,0,0,0,0,0,4
"737",737,"feU4vKgntqxX7n7MBovKOQ",4.5,0.1,NA,NA,0.1,NA,1.5
"738",738,"FfpG7EExxVdsoS8QKRB8Rg",4,0,0,0,0,0,4
"739",739,"FGgmFxcddTGkjQdqtYCSDw",4.5,0.1,0,0,0,0,3.5
"740",740,"FgjOFYmy5QaEOKT_0OE56A",4,0,-0.1,0,0,0,2.5
"741",741,"fGuFHnAhv59fnfxZi7FUCw",3.5,0,-0.1,0,0,0,3.5
"742",742,"fHsqxDlJVyS0HGk-Mrajwg",4,0,0,0,0,0,4
"743",743,"FIBWtecdRrrdGqfe2RZkgw",4.5,0.2,0,0.1,0,0,3
"744",744,"ficekXAr_gts9GAz2Ot3hg",4.5,0.1,-0.1,NA,0,-0.1,1.5
"745",745,"fIIXunoIwL1_qsDwaoxafw",3,-0.1,0,0,-0.1,-0.1,3.5
"746",746,"finoaBIgW71HWzP77No7Yw",2.5,0,0.1,0,-0.1,-0.2,2.5
"747",747,"FjhoEqrXZ-jQk8OMFoe0jw",4,0,NA,0,0,0,2
"748",748,"FjqAjZNXzDJiwroS3STLiA",3,0.1,-0.1,-0.1,-0.1,0,2.5
"749",749,"FK1ULmbN9OhKrdfkYo7GOA",4.5,0,0,NA,NA,0,2
"750",750,"fKrmxw2x7B-sUSNSjRKQkA",5,0,NA,NA,NA,0,1.5
"751",751,"fLYPIpf_kgQ0GcnPzMYbzQ",3,0,-0.1,0,0,0.1,3
"752",752,"FM2INNfcHGww9uSTnzHV1Q",3.5,-0.1,0,0.1,0,-0.1,2.5
"753",753,"FmtYWfcYcY2AdWuc-VJqTQ",3,0.1,0,0,0,0,1.5
"754",754,"FN3ZJMD_M8BJ2ghCu1ZLrA",4.5,0,0.1,0.1,0.1,0.2,2.5
"755",755,"FN56jli1S1E2667JbQhK9g",5,0,0,NA,-0.1,0.1,2
"756",756,"FO-WF4ixw6QNGi_0QWRfAg",2,-0.1,0,0,0,-0.1,4
"757",757,"fOHIg5qdDz4PI3A2rFnv9Q",3.5,-0.1,-0.1,0,0,-0.1,3
"758",758,"FpaPgJdMJPTGHpao2Tp46w",5,0.1,0.1,0.1,0,0.4,2
"759",759,"FPzcWrnGa7m-iitSov0IRQ",4,0,0.1,0,0,0,3
"760",760,"fpZeFMjQoCi8vPWCE_eftg",4.5,0.1,0.1,NA,0,0.1,3.5
"761",761,"FqO_CJU2ldxIRV77OzSWXg",2,-0.1,-0.1,-0.1,0,-0.1,3
"762",762,"fQQz1yBn4XQsupDDtSinQg",5,0.2,-0.1,0,0.1,0,2.5
"763",763,"Fr6pNmFB0ype_moBEwpwFA",2,-0.2,-0.1,NA,-0.1,-0.1,2
"764",764,"frrN6_NcOjKmHH6ogdACJQ",4.5,0.1,0.1,0.1,0,0,4
"765",765,"FSk5Cv36O0I6f9H1lmSBcA",4.5,0,NA,NA,0,0.1,1.5
"766",766,"FsQThxzEiraEtIWDVwqwUQ",2,-0.1,-0.1,0,0,0,3.5
"767",767,"fsUbsx5oK3bc4n8TRmnvMA",3,-0.1,-0.1,0,0,0.1,3.5
"768",768,"FTOMJmUFv33Nwxmvp784MQ",4.5,0.1,0.1,0.2,0,0,1.5
"769",769,"ftzKLJmOOAz_F_Ya0SsHyQ",4,0,NA,0,0,-0.1,1.5
"770",770,"FuffVXsDp8N--jwxa0sx-g",4.5,0.1,0,0,0,0,3
"771",771,"fUIlqHD3tUqI6GVr4uuYzA",5,0.1,NA,NA,NA,0.1,2
"772",772,"FurAe3EHj_KvaLtTWWWvxQ",4,0,-0.1,0,0,0,2.5
"773",773,"FuW-WiZ4WShzudMNuJMfQQ",3,0,0.1,0,0,-0.1,3.5
"774",774,"FV2LbWAvOLENVDNW4t-Iuw",4.5,0,0.2,0,0,0.1,2.5
"775",775,"FVIHZuvlZozsah17__FWhg",5,0,NA,NA,NA,0,2
"776",776,"FWgnXPWtexJEEC61A3jL9A",3.5,0,0.1,0,0.1,NA,1.5
"777",777,"fWJVXrGZtVQzcI0x71tk2A",2,-0.1,0,0,-0.1,0,3.5
"778",778,"fwoHtkEmdnGAQ_yJSMCzEA",5,0.1,-0.1,0,0,0,2.5
"779",779,"FX_8zNJTyiAPJ7lVsOmHww",2.5,-0.1,-0.1,0,0,0,3
"780",780,"FX5XlZ9Dm4QnPcCNTOza8A",4.5,0,-0.1,NA,0,0,2
"781",781,"fXQZB400iGoXmHZsfKiQWQ",5,0.2,0.2,NA,NA,0,1.5
"782",782,"FYswxrmJxum5vCi6tFqh2w",4.5,0,0,0,0,0,2.5
"783",783,"fYU9VLxR5MBGSWmopSKNmA",4.5,0,-0.1,0,0.2,0,2
"784",784,"FZAJaYfefaB0EmXNYfzruw",4,0,NA,0,NA,0.1,1.5
"785",785,"G_QFvmWWmJRC-bsWC4bYqw",4,-0.1,-0.1,0.1,0,0.2,2.5
"786",786,"g16gXAa24B2g1BzHap7fcg",4,0,0,0,0,0,3
"787",787,"G5X3zUqLfEWya9MFEPFyxA",4,-0.2,-0.1,0,0.1,-0.1,1.5
"788",788,"g6rPiyixXkQiKZkzU0x8Ng",3,0,0,0,0,0,3.5
"789",789,"G8zq5hsuxpK-aPL8DnReig",3.5,-0.1,0,0,-0.1,0,2.5
"790",790,"G9qVIaP3_ZRa-a7lQ3rnKw",4,-0.1,0,0,0,0,3
"791",791,"g9WfFL1HNx2swwVnqpA1aQ",4.5,0,0,0,0,0.1,2.5
"792",792,"gaLjlhxmzmj692Hi9e5ZFg",5,0,0.1,0.2,0,0.2,2
"793",793,"Gb645dloEwnk9TQM47LBmw",5,0.1,0,NA,0.1,0,1.5
"794",794,"gb7fkL4Ypi7MXU-kIBzQWA",4,0,0,0,0,-0.1,2
"795",795,"GBDmEBKm9ga_lO21H-0AiQ",3.5,0,0,-0.1,0,-0.1,2.5
"796",796,"Gbf2AKVvwPPDgBOaJK8FVA",3,-0.1,-0.1,0,0,0,2.5
"797",797,"gc8rjkkDhhwt7up_TlJ9Bw",5,0,-0.1,NA,0.1,0,2
"798",798,"gCZzSU5xDVvGcJ2yAEN7ig",4,0.1,0,0,0,0,3.5
"799",799,"GDhy7bKe3Oc2YCaC6Qb1mg",5,0.1,0.1,0,0,NA,1.5
"800",800,"gEHVg4ZEfQ5kFwROpVsbyg",4,0,0,NA,-0.1,-0.1,2
"801",801,"GemI3_pYLpQiM42epplJzg",3.5,-0.1,0,0,0,-0.1,2
"802",802,"gf9XrhAwGr6MHnzthCObPg",4,0.1,0,0.1,0.1,0,3.5
"803",803,"ggE8CL00q37HgcnLb3JyHg",5,0.1,0,NA,-0.1,0,2.5
"804",804,"Ghzv53nuksO6X5o9KdauKQ",3.5,0,-0.2,0,0,0,2.5
"805",805,"GiYA-tQV8MzXRf_SfXhODg",4,-0.1,0.1,0,NA,-0.1,2
"806",806,"gJ0-pwczdGfeeXqZ_oTsAg",4,-0.1,0.1,NA,0,NA,1.5
"807",807,"gJhnZRgrE2bYp79UaHQd4Q",4,0,0,0,0,0,3.5
"808",808,"GJNzahrpDnt3J_amGgo77A",5,0.1,0.1,NA,0,0,3.5
"809",809,"Gkr38vk_-ODHCKRFgP83iQ",4,-0.1,0,0,NA,-0.1,2
"810",810,"gLhgNa-KwPpu_0ezW0ytFA",3.5,0,0,0,0,-0.1,2.5
"811",811,"GluInLq3Ko_iGZrloik-KQ",1.5,-0.2,-0.1,0,0,-0.1,1.5
"812",812,"gmtbZla0AXKYTxQ1FAc_oQ",5,0.1,0,NA,0,0,3
"813",813,"GMvhs3jWrk4KWJwicV5DlA",3,0,0,0,0,0,3.5
"814",814,"Gp56YphRYTEahepD-W5YIQ",5,NA,0.2,0,NA,0.1,2.5
"815",815,"Gp7yaSK5nGU2LMF8rrE4OQ",4.5,0.1,0,0,-0.1,0,2.5
"816",816,"GpHRfQwJX-qviTpuSJSQ-Q",4,0,0.1,0,0,0,2.5
"817",817,"gPJT3DGmZn3Ak24Rt7cC8Q",4.5,0,0,NA,0,0,3
"818",818,"GPOsbRWaOwVKbw_0S6cFIw",3.5,0,0,0,0,-0.1,3
"819",819,"GpYCtsstx_S8orWV5VPK2A",3,0.1,0,NA,0,0,1.5
"820",820,"GQcuqSRI3KFK5PgsAbofKg",3,0,0.1,0,0,0,3.5
"821",821,"GQys13MJvgGFKnsahDLrCg",3,0,0,0,0,0,5
"822",822,"grH8xY97E247PYeE-rBklQ",3,0,-0.1,0,0,0.1,3.5
"823",823,"GrHrX35LnWHT99lp_EJtAA",4.5,0,0,NA,0,-0.1,1.5
"824",824,"grPGKI4990VA9dz3b-R_WQ",5,0,0.1,NA,0,0.2,2.5
"825",825,"GsInCYQl6D9_SUsiKKF15g",5,0.1,0,NA,0,0.1,2.5
"826",826,"gSjml-XWBhVtCR7_Dhs6NQ",4,0.1,0,0,0.1,-0.1,3
"827",827,"gswCZe1Bt3sZGtroFPFY4Q",4.5,0.1,-0.1,-0.1,NA,0,1.5
"828",828,"GtGRu-lniKhXCX0wEBon0A",4,0,0,0,0.1,0,2.5
"829",829,"GUazeTrpsdRdHyZyTYCubw",5,0,0.2,NA,0,0,1.5
"830",830,"GvaUYjSyalmdJu03Emc3-A",4,0.1,-0.1,NA,0,-0.1,2
"831",831,"gwd283D61I55SuQsMdM3Lg",3,0.1,0.1,0,0.1,0,2
"832",832,"gwQN_LxdhQz0VDKhQPDIwQ",4.5,0,NA,NA,-0.1,0.1,2
"833",833,"gWsncN_bT6rYwh-_1YO9qQ",4.5,0.4,NA,NA,0,-0.1,1.5
"834",834,"gXzJPNLwDsdegW4Lx-e4vg",5,0,0,NA,0.1,0,2
"835",835,"gy2aloIVBVEFSF5lw6hazQ",4,-0.1,-0.1,NA,0,0.1,2.5
"836",836,"GYhyiARwYjzk-NHvZKjDfQ",4.5,0,0,NA,0,0,3
"837",837,"GYiouPdrs1CNiLkn2opHVg",5,0.1,NA,NA,-0.1,NA,2
"838",838,"GZ9XYh2QJrPUOsfU7n9Tbg",4.5,-0.1,0,0,0,0.1,2.5
"839",839,"gzixdLkjo7cPoR9nz-hu7A",5,0.1,NA,NA,0.1,-0.1,1.5
"840",840,"Gzl16UMERODUDC-zikV8QA",4.5,0,0,0,-0.1,0,2.5
"841",841,"h_rMSbapwgYQgKlDOeqvAw",3.5,0.1,-0.2,NA,-0.1,NA,1.5
"842",842,"h0eoz48_FcSzqU4Rg7Rhtg",1,0.2,-0.1,0,-0.1,-0.1,2.5
"843",843,"h1KQm0x0CtBX5lStPujhWg",2,-0.1,-0.1,0,0,0,3
"844",844,"H2_hmgcITOWaorlI9Carpw",3.5,0.1,0,0.1,0,0,3
"845",845,"h2c0CR0dNjDrZmdYmOtNBg",4,-0.1,-0.1,NA,0,0,1.5
"846",846,"H4vb4nNLGaxe2TwE0UT4vA",2.5,-0.1,0,0,0,0,4
