"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","status","newaddress","dogs","parking","wifi"
"868","J8K6qbMMbx4cqdu7jLQUqw","Bruce's KO Boxing & Fitness","8711 Burnet Rd, Ste 64","Austin","TX","78757",30.3693,-97.7267,5,15,0,"Fitness & Instruction, Trainers, Active Life, Gyms, Boxing","black","TX, Austin, 8711 Burnet Rd, Ste 64",NA,"False",NA
"869","zXZam0tfkYjT1uWjRSNhvw","Planet Fitness","3599 Martin Luther King Jr Dr SW","Atlanta","GA","30331",33.76,-84.5047,3,10,1,"Fitness & Instruction, Health & Medical, Gyms, Active Life, Trainers","blue","GA, Atlanta, 3599 Martin Luther King Jr Dr SW",NA,"False",NA
"870","-LAVT06ILYN-UCZnRHTN3A","Hemenway Gymnasium","1515 Mass Ave","Cambridge","MA","02138",42.377,-71.1195,3,11,1,"Gymnastics, Gyms, Active Life, Fitness & Instruction","blue","MA, Cambridge, 1515 Mass Ave",NA,"False",NA
"871","73zibbeSJ_MP68B9Ezy52g","Anytime Fitness","1064 Cypress Pkwy","Poinciana","FL","34759",28.1452,-81.4451,3.5,8,1,"Fitness & Instruction, Gyms, Active Life, Trainers","blue","FL, Poinciana, 1064 Cypress Pkwy",NA,"False",NA
"872","I0ki7xXoIl2-UjJaNLJMDA","Super Fitness","36 Arlington St","Watertown","MA","02472",42.3635,-71.1543,1.5,62,0,"Active Life, Gyms, Fitness & Instruction","black","MA, Watertown, 36 Arlington St",NA,"False",NA
"873","fLYPIpf_kgQ0GcnPzMYbzQ","Planet Fitness","860 Saxon Blvd","Orange City","FL","32763",28.9095,-81.2931,3,26,1,"Gyms, Trainers, Fitness & Instruction, Active Life","blue","FL, Orange City, 860 Saxon Blvd",NA,"False",NA
"874","smGG5N5SNrX5lEQ1lmC-Xg","Work Out World","911 Boston Providence Hwy","Norwood","MA","02062",42.1807,-71.1898,2.5,25,1,"Fitness & Instruction, Active Life, Gyms","blue","MA, Norwood, 911 Boston Providence Hwy",NA,"False",NA
"875","qDtR7hrepLvQ09csjsrwzA","Boston Rock Gym","78 Olympia Ave, Ste G","Woburn","MA","01801",42.4984,-71.1384,4,70,0,"Fitness & Instruction, Active Life, Gyms, Climbing","black","MA, Woburn, 78 Olympia Ave, Ste G",NA,"True",NA
"876","k6gzKifrJPvdnz3hnqchoQ","CorePower Yoga","312 Mystic Ave, Ste 312F","Medford","MA","02155",42.4042,-71.0995,4.5,50,1,"Gyms, Yoga, Fitness & Instruction, Active Life","blue","MA, Medford, 312 Mystic Ave, Ste 312F",NA,"True",NA
"877","zSknAWyxD2JkJr6gHV_gSA","Maxx Training Center","49 Rose St","Stoughton","MA","02072",42.1263,-71.1042,4.5,5,1,"Martial Arts, Fitness & Instruction, Brazilian Jiu-jitsu, Kids Activities, Gyms, Active Life, Trainers","blue","MA, Stoughton, 49 Rose St",NA,"True",NA
"878","7wSTtendw3AjmClW6KKAiQ","Dane's Body Shop","807 Capitol Ct","Austin","TX","78756",30.3184,-97.732,5,32,1,"Gyms, Trainers, Active Life, Fitness & Instruction, Yoga","blue","TX, Austin, 807 Capitol Ct","True","True",NA
"879","9Qtmx7_dz-LnjAknRAALsg","East Lake Branch YMCA","275 East Lake Blvd SE","Atlanta","GA","30317",33.7458,-84.315,3,34,1,"Fitness & Instruction, Local Services, Active Life, Gyms, Child Care & Day Care","blue","GA, Atlanta, 275 East Lake Blvd SE",NA,"False",NA
"880","PKAAvjCEa0i8SPdxfCFGjA","Onelife Fitness - Perimeter Sports Club","1181 Hammond Dr NE","Dunwoody","GA","30346",33.9196,-84.3417,3.5,33,1,"Yoga, Active Life, Trainers, Fitness & Instruction, Swimming Pools, Gyms, Cycling Classes, Sports Clubs","blue","GA, Dunwoody, 1181 Hammond Dr NE","False","True",NA
"881","iQpAhzdLge0RHOeKjYtuyA","Bally Total Fitness","17 Winter St","Boston","MA","02108",42.3558,-71.0613,2.5,20,0,"Gyms, Fitness & Instruction, Trainers, Active Life","black","MA, Boston, 17 Winter St",NA,"False",NA
"882","crLTaUMsN1i_OvL-dpi70w","West Hills Racquet and Fitness Club","2200 SW Cedar Hills Blvd","Portland","OR","97225",45.5033,-122.8006,3,8,1,"Fitness & Instruction, Swimming Pools, Active Life, Gyms, Tennis","blue","OR, Portland, 2200 SW Cedar Hills Blvd",NA,"False",NA
"883","paH1wNdYFdtsfoXnBlkhGg","CrossFit","3 Ajootian Way, Bldg D, Unit 4","Middleton","MA","01949",42.5694,-71.003,5,8,1,"Active Life, Interval Training Gyms, Gyms, Fitness & Instruction","blue","MA, Middleton, 3 Ajootian Way, Bldg D, Unit 4",NA,"False",NA
"884","Ywc239aGzVtMkIr151NZGw","Lion's Den Fitness Atlanta","900 Peachtree St NE, Ste 105","Atlanta","GA","30309",33.7793,-84.3845,5,8,1,"Boot Camps, Fitness & Instruction, Gyms, Trainers, Active Life","blue","GA, Atlanta, 900 Peachtree St NE, Ste 105",NA,"True",NA
"885","jJKb7OKXVTe2cdCNPz1qUg","CrossFit","19111 SE 34th St, Ste 101","Vancouver","WA","98683",45.5962,-122.4785,5,5,0,"Active Life, Interval Training Gyms, Gyms, Fitness & Instruction, Trainers","black","WA, Vancouver, 19111 SE 34th St, Ste 101",NA,"False",NA
"886","LVoeVrMu8EhpTduVuLYLLA","Hill Country Indoor","13875 Bee Cave Pkwy","Bee Cave","TX","78738",30.3126,-97.9571,3.5,13,1,"Active Life, Sports Clubs, Basketball Courts, Archery, Gyms, Summer Camps, Fitness & Instruction","blue","TX, Bee Cave, 13875 Bee Cave Pkwy",NA,"True",NA
"887","JPMMME2yrmLV1Dow3jGySA","Fitness International","1 International Pl, Ste 445","Boston","MA","02110",42.3563,-71.0528,4.5,8,0,"Gyms, Trainers, Active Life, Fitness & Instruction","black","MA, Boston, 1 International Pl, Ste 445",NA,"False",NA
"888","Cch5FevzejFCqPFVrRi5zA","West Austin Athletic Club","1024 Patterson Rd","Austin","TX","78733",30.3111,-97.8815,2.5,5,1,"Gyms, Active Life, Fitness & Instruction","blue","TX, Austin, 1024 Patterson Rd",NA,"False",NA
"889","98lSPHFSryEmMpTQi7bitg","Cambridge YMCA","820 Massachusetts Ave","Cambridge","MA","02139",42.3668,-71.1067,3.5,65,1,"Local Services, Fitness & Instruction, Preschools, Education, Gyms, Community Service/Non-Profit, Child Care & Day Care, Active Life","blue","MA, Cambridge, 820 Massachusetts Ave",NA,"True",NA
"890","4OkD5-Rdh5TOClDli2snAg","Steve Nash Fitness World","1989 Marine Dr","North Vancouver","BC","V7P 3G2",49.3238,-123.1215,2,29,0,"Trainers, Fitness & Instruction, Gyms, Active Life","black","BC, North Vancouver, 1989 Marine Dr",NA,"True",NA
"891","1rhmhJMlc0TeSKVHmRw70A","The HITFIT Gym","2121 E Semoran Blvd","Apopka","FL","32703",28.674,-81.4718,5,8,1,"Gyms, Interval Training Gyms, Circuit Training Gyms, Active Life, Fitness & Instruction","blue","FL, Apopka, 2121 E Semoran Blvd","False","True",NA
"892","auCGp2HKAMjRDp7BXJfo8Q","Esporta Fitness","1560 E Silver Star Rd","Ocoee","FL","34761",28.5754,-81.5189,2.5,26,1,"Trainers, Yoga, Sports Clubs, Active Life, Gyms, Fitness & Instruction","blue","FL, Ocoee, 1560 E Silver Star Rd","False","False",NA
"893","Ab7ESnICYHcm1RFv587sOA","Hyatt Training","2001 NW 19th Ave, Ste 102","Portland","OR","97209",45.5374,-122.6911,5,10,1,"Health & Medical, Trainers, Active Life, Nutritionists, Yoga, Gyms, Fitness & Instruction","blue","OR, Portland, 2001 NW 19th Ave, Ste 102","False","True",NA
"894","sScm8Ct9_x0g2iTIGA7ZiA","Kor180","11005 Burnet Rd, Ste 106","Austin","TX","78758",30.3942,-97.7204,4.5,34,0,"Active Life, Fitness & Instruction, Cycling Classes, Gyms, Pilates","black","TX, Austin, 11005 Burnet Rd, Ste 106",NA,"True",NA
"895","B_e6oojbAAvK4NY6c3AAYw","Athletic Club Northeast","1515 Sheridan Rd NE","Atlanta","GA","30324",33.8241,-84.3376,2.5,48,1,"Gyms, Fitness & Instruction, Trainers, Active Life","blue","GA, Atlanta, 1515 Sheridan Rd NE",NA,"False",NA
"896","OZfYNKeTIW60EF5uzhq90g","RiverPlace Athletic Club","0150 SW Montgomery St","Portland","OR","97201",45.5097,-122.6751,2.5,53,0,"Day Spas, Beauty & Spas, Fitness & Instruction, Gyms, Active Life","black","OR, Portland, 0150 SW Montgomery St",NA,"False",NA
"897","udkXx7n-6D8wOjz3YKqw-g","Coach Simons","14 Plain St","Braintree Ma","MA","02184",42.1962,-71.0022,4.5,7,1,"Gyms, Active Life, Life Coach, Trainers, Professional Services, Fitness & Instruction","blue","MA, Braintree Ma, 14 Plain St",NA,"False",NA
"898","3TavT7ttQ8Mxpp6kyRXoNA","Atelier Pilates","7 Landers St","Somerville","MA","02143",42.3835,-71.1016,5,15,0,"Pilates, Trainers, Fitness & Instruction, Active Life, Gyms","black","MA, Somerville, 7 Landers St",NA,"False",NA
"899","ePaZ28lZ36KYjmPwIaZpvA","Boston Sports Clubs","475 Bedford St","Lexington","MA","02420",42.4769,-71.2499,2,126,0,"Gyms, Fitness & Instruction, Sports Clubs, Trainers, Active Life","black","MA, Lexington, 475 Bedford St",NA,"True",NA
"900","9NR8Jb6eGqt4dRxZSDXbJg","Equilibrium Fitness","1529 Piedmont Ave NE, Ste L","Atlanta","GA","30324",33.7956,-84.3689,4,25,1,"Boot Camps, Weight Loss Centers, Chiropractors, Trainers, Cardio Classes, Massage Therapy, Cycling Classes, Health & Medical, Gyms, Fitness & Instruction, Active Life","blue","GA, Atlanta, 1529 Piedmont Ave NE, Ste L",NA,"True",NA
"901","OfSwHkpE12xyBE7cQgrILg","Prairie Township","5955 W Broad St","Galloway","OH","43119",39.9503,-83.1586,4.5,7,1,"Specialty Schools, Education, Swimming Lessons/Schools, Recreation Centers, Active Life, Fitness & Instruction, Community Centers, Swimming Pools, Gyms, Public Services & Government","blue","OH, Galloway, 5955 W Broad St",NA,"False",NA
"902","Gbf2AKVvwPPDgBOaJK8FVA","Workout Anytime","3100 Highlands Pkwy SE","Smyrna","GA","30082",33.8275,-84.4947,3,17,1,"Tanning, Active Life, Beauty & Spas, Fitness & Instruction, Trainers, Gyms, Tanning Beds","blue","GA, Smyrna, 3100 Highlands Pkwy SE",NA,"True",NA
"903","P962Xm-MwsC642WPbzs7IA","CrossFit","6001 Techni Center Dr, Ste F","Austin","TX","78721",30.2767,-97.6713,5,32,1,"Health & Medical, Active Life, Trainers, Gyms, Fitness & Instruction","blue","TX, Austin, 6001 Techni Center Dr, Ste F",NA,"True",NA
"904","52bg0seuEjxnlbXzpcsYwQ","Buckeye Fitness Club","4025 Parkmead Dr","Grove City","OH","43123",39.8807,-83.0643,4,6,1,"Trainers, Fitness & Instruction, Cardio Classes, Active Life, Gyms","blue","OH, Grove City, 4025 Parkmead Dr",NA,"False",NA
"905","YuqEZjBQC_-FTTrD7NteZQ","Exhale Atlanta","1065 Peachtree St NE","Atlanta","GA","30309",33.7832,-84.3834,4.5,131,1,"Day Spas, Fitness & Instruction, Gyms, Cardio Classes, Active Life, Skin Care, Barre Classes, Yoga, Beauty & Spas","blue","GA, Atlanta, 1065 Peachtree St NE","False","True","u'free'"
"906","FPzcWrnGa7m-iitSov0IRQ","Core Body Decatur","533 W Howard Ave","Decatur","GA","30030",33.7681,-84.3043,4,26,0,"Gyms, Fitness & Instruction, Active Life","black","GA, Decatur, 533 W Howard Ave",NA,"False",NA
"907","PAWKWrUbFIXOIcX7Bao6YA","Body20","8081 Turkey Lake Rd, Ste 300","Orlando","FL","32819",28.4474,-81.4756,5,7,1,"Health & Medical, Gyms, Yoga, Trainers, Active Life, Boot Camps, Nutritionists, Fitness & Instruction","blue","FL, Orlando, 8081 Turkey Lake Rd, Ste 300",NA,"False",NA
"908","Ov7Bh1bttXMi8vxV5E6f8Q","CrossFit","5895 Carrier Dr","Orlando","FL","32819",28.4565,-81.4613,5,17,1,"Gyms, Nutritionists, Trainers, Sports Clubs, Interval Training Gyms, Fitness & Instruction, Health & Medical, Active Life","blue","FL, Orlando, 5895 Carrier Dr","False","True",NA
"909","jjloF_Rkl91Hsdd4Ex1z_A","Solid Body Fitness","123 Stergis Way","Dedham","MA","02026",42.2349,-71.1748,5,10,0,"Trainers, Active Life, Gyms, Fitness & Instruction","black","MA, Dedham, 123 Stergis Way",NA,"False",NA
"910","kp_wWaWuW6L5UyqNozcwmQ","The Bar Method - Portland","904 NW Hoyt St","Portland","OR","97209",45.5271,-122.6805,4.5,78,1,"Gyms, Trainers, Boot Camps, Barre Classes, Fitness & Instruction, Pilates, Active Life","blue","OR, Portland, 904 NW Hoyt St",NA,"True",NA
"911","s6jdyiDu_smSPXJuRIUnvQ","Life Time Athletic","300 Boylston St","Chestnut Hill","MA","02467",42.3191,-71.1803,3,31,1,"Yoga, Active Life, Gyms, Fitness & Instruction, Trainers","blue","MA, Chestnut Hill, 300 Boylston St",NA,"True",NA
"912","u2b-ggNHo3GNKIfybPlTKQ","LA Fitness","1 Dean Road Sherwood Plz","Natick","MA","01760",42.2972,-71.3857,3,53,1,"Active Life, Gyms, Yoga, Sports Clubs, Trainers, Fitness & Instruction","blue","MA, Natick, 1 Dean Road Sherwood Plz",NA,"True",NA
"913","bGfIdDRIn4jXGTSlCUgT4g","[solidcore] Downtown Austin","204 Colorado St","Austin","TX","78701",30.2652,-97.7456,4.5,7,1,"Active Life, Pilates, Gyms, Fitness & Instruction","blue","TX, Austin, 204 Colorado St","False","True",NA
"914","WZr1POXPtJQkH-nJ1Jyfuw","Cardinal Fitness of Westerville","8269 Market Exchange Dr","Westerville","OH","43081",40.1354,-82.992,3,12,1,"Gyms, Fitness & Instruction, Active Life","blue","OH, Westerville, 8269 Market Exchange Dr",NA,"False",NA
"915","48FXauN10h9ttQM53zkZsQ","LA Fitness","15353 SW Sequoia Pkwy","Portland","OR","97224",45.4089,-122.7478,1.5,14,0,"Trainers, Sports Clubs, Yoga, Gyms, Fitness & Instruction, Active Life","black","OR, Portland, 15353 SW Sequoia Pkwy",NA,"False",NA
"916","45F8P84RalHXl3N0-IapQw","Orangetheory Fitness","7340 Fodor Rd","New Albany","OH","43054",40.0883,-82.8262,5,22,1,"Trainers, Gyms, Interval Training Gyms, Fitness & Instruction, Boot Camps, Active Life","blue","OH, New Albany, 7340 Fodor Rd",NA,"False",NA
"917","41du5xyuNELmFq_c-lVwdw","Evolution Healthcare and Fitness","905 SE Ankeny St","Portland","OR","97214",45.5224,-122.6564,5,32,1,"Acupuncture, Massage Therapy, Chiropractors, Gyms, Active Life, Fitness & Instruction, Health & Medical, Trainers","blue","OR, Portland, 905 SE Ankeny St",NA,"False",NA
"918","_zUX0GVQRG29XfoKHiAbcQ","Diva Den Studio","11959 SW Garden Pl, Bldg 8","Portland","OR","97223",45.4336,-122.7633,4.5,74,1,"Venues & Event Spaces, Yoga, Event Planning & Services, Dance Studios, Fitness & Instruction, Active Life, Gyms","blue","OR, Portland, 11959 SW Garden Pl, Bldg 8","False","True",NA
"919","LvC9-XWrChqc20F18NQ6Kg","Ballet Austin's Butler Center for Dance & Fitness","501 W 3rd St","Austin","TX","78701",30.2664,-97.7489,4.5,44,1,"Pilates, Gyms, Dance Studios, Barre Classes, Active Life, Fitness & Instruction, Yoga","blue","TX, Austin, 501 W 3rd St",NA,"True",NA
"920","2JfV6yrTUAU3KZGv9ztF5g","Spin + Yin Cycle & Mindfulness Studio","1899 Rosser Avenue, Unit 108","Burnaby","BC","V5C 6R5",49.267,-123.0063,4.5,17,1,"Trainers, Cardio Classes, Weight Loss Centers, Yoga, Fitness & Instruction, Health & Medical, Gyms, Barre Classes, Active Life, Pilates","blue","BC, Burnaby, 1899 Rosser Avenue, Unit 108","True","True",NA
"921","i_IiE-S5iqQ409RpprPjzQ","Cowart Family-Ashford Dunwoody YMCA","3692 Ashford Dunwoody Rd NE","Atlanta","GA","30319",33.899,-84.3333,3,28,1,"Swimming Lessons/Schools, Local Services, Yoga, Child Care & Day Care, Gyms, Specialty Schools, Active Life, Fitness & Instruction, Education","blue","GA, Atlanta, 3692 Ashford Dunwoody Rd NE","False","False",NA
"922","0vkYkUB21fdwNnK3up96sA","CrossFit","418 NE 8th Ave","Portland","OR","97232",45.5259,-122.6573,5,22,1,"Interval Training Gyms, Gyms, Trainers, Fitness & Instruction, Active Life","blue","OR, Portland, 418 NE 8th Ave",NA,"False",NA
"923","2iY4hYUJg8lqEFWOrX2vLg","Rock N Fitness","1 Porter Sq","Cambridge","MA","02140",42.3886,-71.1187,2.5,311,0,"Active Life, Beauty & Spas, Fitness & Instruction, Gyms, Tanning","black","MA, Cambridge, 1 Porter Sq",NA,"True",NA
"924","vvr4H1Q9ZcWQlQTVtFBHyA","Youfit Health Clubs","7706 University Blvd","Winter Park","FL","32792",28.5961,-81.2836,3.5,26,1,"Gyms, Trainers, Fitness & Instruction, Active Life","blue","FL, Winter Park, 7706 University Blvd",NA,"False",NA
"925","8zSoAezbXtvJMNqA1Hn5qg","Boston Underground Strength Training","235 High St","Waltham","MA","02453",42.3647,-71.2275,5,34,1,"Trainers, Circuit Training Gyms, Active Life, Fitness & Instruction, Gyms, Boot Camps","blue","MA, Waltham, 235 High St",NA,"True",NA
"926","JO4sQTAKgc53iVhegu5jsQ","Spartacus Gym","1522 Commercial Drive","Vancouver","BC","V5L 3Y2",49.2709,-123.0692,4,28,1,"Trainers, Active Life, Fitness & Instruction, Gyms, Sports Clubs","blue","BC, Vancouver, 1522 Commercial Drive",NA,"False",NA
"927","kp4-EF-qIbYbR_2anLSIiQ","Planet Fitness","749 Granite St","Braintree","MA","02184",42.206,-71.0245,3.5,19,1,"Active Life, Gyms, Fitness & Instruction, Trainers","blue","MA, Braintree, 749 Granite St",NA,"False",NA
"928","AQ8b6edV1uokyFFZlDDGcA","South Congress Athletic Club","1109-B S Congress Ave","Austin","TX","78704",30.2528,-97.7482,4.5,17,0,"Fitness & Instruction, Active Life, Trainers, Gyms, Pilates","black","TX, Austin, 1109-B S Congress Ave",NA,"False",NA
"929","_qRVNSE6RwOXE58WlNNwaQ","Boston Sports Clubs","505 Boylston St","Boston","MA","02116",42.351,-71.0748,3,181,1,"Active Life, Trainers, Fitness & Instruction, Pilates, Yoga, Gyms, Sports Clubs","blue","MA, Boston, 505 Boylston St",NA,"False",NA
"930","N_ui61AieP4yT1ErtaETMQ","GrassIron","5555 N Lamar, Ste B-110","Austin","TX","78751",30.3241,-97.726,5,24,1,"Gyms, Trainers, Active Life, Fitness & Instruction","blue","TX, Austin, 5555 N Lamar, Ste B-110","False","False",NA
"931","Bf8RUVL8yqDUSL5Xt5beSg","FitForever Fitness Center","1615 E 1 Avenue","Vancouver","BC","V5N 1A8",49.2696,-123.0716,3,8,1,"Gyms, Fitness & Instruction, Active Life, Health & Medical, Physical Therapy","blue","BC, Vancouver, 1615 E 1 Avenue",NA,"False",NA
"932","PP2yw8xkNLjfRorFriEGeA","Orangetheory Fitness","56 Central St","Wellesley","MA","02482",42.296,-71.296,3,9,1,"Trainers, Active Life, Fitness & Instruction, Boot Camps, Gyms","blue","MA, Wellesley, 56 Central St",NA,"False",NA
"933","FX_8zNJTyiAPJ7lVsOmHww","Planet Fitness","29 Traders Way","Salem","MA","01970",42.5026,-70.9206,2.5,39,1,"Gyms, Active Life, Fitness & Instruction, Trainers","blue","MA, Salem, 29 Traders Way",NA,"True",NA
"934","QnUp072e5T1Y0wOVAkyHqg","Blink Fitness - Beverly","71 Dodge St, Route 1A","Beverly","MA","01915",42.5759,-70.889,4.5,10,1,"Fitness & Instruction, Cardio Classes, Gyms, Trainers, Active Life","blue","MA, Beverly, 71 Dodge St, Route 1A",NA,"False",NA
"935","sTrxCkwXAqmUgE0K9VPt3A","Atomic Athlete","3907 Warehouse Row","Austin","TX","78704",30.2222,-97.7569,5,16,1,"Fitness & Instruction, Trainers, Active Life, Gyms","blue","TX, Austin, 3907 Warehouse Row",NA,"False",NA
"936","EcfYTOsquBil-ti3vttsGA","Therapy Fitness","316 SE 123rd Ave","Vancouver","WA","98683",45.6189,-122.5467,5,7,1,"Health & Medical, Health Coach, Fitness & Instruction, Trainers, Active Life, Cardio Classes, Gyms, Boot Camps","blue","WA, Vancouver, 316 SE 123rd Ave",NA,"False","u'free'"
"937","HDuqGSh_k6eoNffgpMpDvQ","Sandbothe Strong","1323 NW 16th Ave","Portland","OR","97209",45.5325,-122.6879,5,11,1,"Active Life, Gyms, Fitness & Instruction, Trainers","blue","OR, Portland, 1323 NW 16th Ave",NA,"False",NA
"938","lxLF-Q5Zmi5UEZcDKelgfA","24 Hour Fitness","16365 NW Twin Oaks Dr","Beaverton","OR","97006",45.5311,-122.8452,4,5,0,"Fitness & Instruction, Active Life, Trainers, Gyms","black","OR, Beaverton, 16365 NW Twin Oaks Dr",NA,"False",NA
"939","mKVQRo1P5SWwYrAZl4N6XQ","30 Minute Hit","425 E Columbia Street","New Westminster","BC","V3L 3X3",49.2291,-122.8932,4,5,1,"Gyms, Fitness & Instruction, Active Life, Trainers, Kickboxing, Martial Arts, Boxing","blue","BC, New Westminster, 425 E Columbia Street",NA,"False",NA
"940","Efg6nI5J_e3lV8sMSjUyQA","The Pilates Center","3127 28th St","Boulder","CO","80301",40.0313,-105.2591,4.5,6,1,"Pilates, Trainers, Gyms, Fitness & Instruction, Active Life","blue","CO, Boulder, 3127 28th St",NA,"True",NA
"941","17fNCG-S_bxNPue_qRreQQ","Body Dynamics - Pilates and Personal Training","2760 29th St, 1B","Boulder","CO","80301",40.0279,-105.2552,4.5,8,1,"Fitness & Instruction, Gyms, Physical Therapy, Active Life, Beauty & Spas, Trainers, Massage Therapy, Massage, Pilates, Health & Medical, Chiropractors","blue","CO, Boulder, 2760 29th St, 1B","False","True",NA
"942","if6-8MT3d0fhpPFY-3jkrw","Blast","4600 Roswell Rd, Ste B130","Atlanta","GA","30342",33.8391,-84.39,4,49,1,"Active Life, Gyms, Fitness & Instruction, Trainers","blue","GA, Atlanta, 4600 Roswell Rd, Ste B130",NA,"True",NA
"943","Ig4OGFCYcmsaXaTAjpeLoA","Delgado Boxing","6335-B Roswell Rd","Atlanta","GA","30328",33.9273,-84.3791,5,15,0,"Gyms, Active Life, Fitness & Instruction, Weight Loss Centers, Boxing, Health & Medical","black","GA, Atlanta, 6335-B Roswell Rd",NA,"False",NA
"944","PGBvFOtuL0cMJ0HdK7NGlQ","PUMPS Real Fitness for Women","206 W Cummings Park","Woburn","MA","01801",42.4969,-71.1264,2,16,1,"Gyms, Trainers, Health & Medical, Fitness & Instruction, Weight Loss Centers, Active Life","blue","MA, Woburn, 206 W Cummings Park","True","False","u'paid'"
"945","FqO_CJU2ldxIRV77OzSWXg","Steve Nash Fitness World","5500 Kingsway","Burnaby","BC","V5H 2G2",49.2237,-122.9852,2,31,0,"Active Life, Fitness & Instruction, Gyms, Trainers","black","BC, Burnaby, 5500 Kingsway",NA,"True",NA
"946","QwTRbQ-Zp7uwGi0NKhDpQw","Planet Fitness","6591 Winchester Blvd","Canal Winchester","OH","43110",39.8529,-82.8256,3,10,1,"Fitness & Instruction, Active Life, Gyms, Trainers","blue","OH, Canal Winchester, 6591 Winchester Blvd",NA,"False",NA
"947","JODIoK4pIOCywSmDMRQ07w","The Gym Lab","185 Drennen Rd, Ste 325","Orlando","FL","32806",28.5032,-81.3791,4.5,6,1,"Active Life, Gyms, Fitness & Instruction, Trainers","blue","FL, Orlando, 185 Drennen Rd, Ste 325",NA,"True",NA
"948","nM_ZXhj8I_oef6Q9A_dCjA","River City Warriors","14935 SW 72nd Ave","Tigard","OR","97224",45.4123,-122.7491,3.5,11,1,"Active Life, Fitness & Instruction, Gyms, Martial Arts, Sports Clubs","blue","OR, Tigard, 14935 SW 72nd Ave",NA,"False",NA
"949","5fNDeJwKDF4KQux2MoYbRQ","Vo2max Fitness","948 Great Plain Ave","Needham","MA","02492",42.28,-71.2355,3.5,9,0,"Gyms, Active Life, Fitness & Instruction, Trainers","black","MA, Needham, 948 Great Plain Ave",NA,"False",NA
"950","BuzHfLBglwHobAdV2tuV-Q","Pure Ryde","507 Pressler St, Ste 900","Austin","TX","78703",30.2739,-97.7602,4.5,37,0,"Fitness & Instruction, Active Life, Gyms","black","TX, Austin, 507 Pressler St, Ste 900",NA,"False",NA
"951","1aIA15U0i7JZ9adSCuUdqw","CrossFit","1A Everett St","Boston","MA","02128",42.3685,-71.0375,4.5,7,1,"Boot Camps, Gyms, Active Life, Interval Training Gyms, Trainers, Fitness & Instruction","blue","MA, Boston, 1A Everett St",NA,"False",NA
"952","qUJCmkORzZWMzTvV33GReQ","305 Fitness","506 Commonwealth Ave","Boston","MA","02115",42.3486,-71.0956,5,55,1,"Fitness & Instruction, Gyms, Dance Studios, Active Life","blue","MA, Boston, 506 Commonwealth Ave","False","False",NA
"953","pp-baU-ath3tgkSGmm6Orw","Next Level Fitness & Wellness","133 Endicott St","Boston","MA","02113",42.3649,-71.0571,5,12,1,"Trainers, Circuit Training Gyms, Active Life, Nutritionists, Health & Medical, Boot Camps, Massage Therapy, Gyms, Fitness & Instruction","blue","MA, Boston, 133 Endicott St","False","True",NA
"954","VD1j2o4Ip_dLSsIl0nB9Ug","Crunch Fitness","8585 SW Cascade Ave","Beaverton","OR","97008",45.4576,-122.7866,3,117,1,"Active Life, Gyms, Beauty & Spas, Trainers, Tanning, Fitness & Instruction, Interval Training Gyms","blue","OR, Beaverton, 8585 SW Cascade Ave",NA,"True",NA
"955","-Et0WED21LcwLLsUEzekow","Free Your Fitness 24","12110 Manchaca Rd, Ste 400","Austin","TX","78748",30.1682,-97.8178,5,11,1,"Fitness & Instruction, Active Life, Trainers, Juice Bars & Smoothies, Yoga, Food, Gyms","blue","TX, Austin, 12110 Manchaca Rd, Ste 400",NA,"False",NA
"956","jBfSDiq6y7t5-5Pmqfybmg","Regymen Fitness Austin - Arbor Walk","10515 N Mopac Expy, Ste A150","Austin","TX","78759",30.389,-97.7327,5,23,1,"Active Life, Interval Training Gyms, Fitness & Instruction, Trainers, Boxing, Gyms","blue","TX, Austin, 10515 N Mopac Expy, Ste A150",NA,"False",NA
"957","5MZJfem_ZcX61v11C_0MrQ","Orangetheory Fitness","348A Cambridge Rd","Woburn","MA","01801",42.4609,-71.1649,4,8,1,"Active Life, Gyms, Health & Medical, Boot Camps, Trainers, Fitness & Instruction","blue","MA, Woburn, 348A Cambridge Rd",NA,"False",NA
"958","oySZzTAPWxlU6Ii79k_fIw","Get in Shape for Women","645 Massachusetts Ave","Cambridge","MA","02139",42.3654,-71.1037,3.5,11,0,"Beauty & Spas, Fitness & Instruction, Active Life, Gyms, Massage","black","MA, Cambridge, 645 Massachusetts Ave",NA,"True",NA
"959","eUr-8pcwkxkWRrZ9D4AXyQ","Midtown FIT","985 Monroe Drive NE, Ste B","Atlanta","GA","30308",33.7812,-84.3686,4.5,5,0,"Trainers, Fitness & Instruction, Active Life, Gyms","black","GA, Atlanta, 985 Monroe Drive NE, Ste B",NA,"False","'free'"
"960","VtVAkaayk0MqA7fSzIg9UA","Workshop Fitness","2210 S 1st St","Austin","TX","78704",30.244,-97.7585,5,11,0,"Trainers, Fitness & Instruction, Gyms, Active Life","black","TX, Austin, 2210 S 1st St",NA,"False",NA
"961","JicXgLgxhMW-FNU-heJejA","Tauber Fitness Center","136 Harrison Ave","Boston","MA","02111",42.3498,-71.0615,4,6,1,"Gyms, Fitness & Instruction, Active Life","blue","MA, Boston, 136 Harrison Ave",NA,"True",NA
